Chromosome	RefSeq	GenBank	Ensembl	Length
chrUn2196	NW_003161519.1	AAGW02082944	AAGW02082944	8731
chrUn2197	NW_003161520.1	AAGW02082945	AAGW02082945	8725
chrUn2198	NW_003161521.1	AAGW02082946	AAGW02082946	8716
chrUn2199	NW_003161522.1	GL019972	GL019972	8811
chrUn2200	NW_003161523.1	AAGW02082949	AAGW02082949	8697
chrUn2201	NW_003161524.1	AAGW02082950	AAGW02082950	8695
chrUn2202	NW_003161525.1	AAGW02082951	AAGW02082951	8688
chrUn2203	NW_003161526.1	AAGW02082952	AAGW02082952	8681
chrUn2204	NW_003161527.1	AAGW02082953	AAGW02082953	8670
chrUn2205	NW_003161528.1	AAGW02082954	AAGW02082954	8669
chrUn2206	NW_003161529.1	AAGW02082955	AAGW02082955	8657
chrUn2207	NW_003161530.1	AAGW02082956	AAGW02082956	8652
chrUn2208	NW_003161531.1	AAGW02082957	AAGW02082957	8645
chrUn2209	NW_003161532.1	AAGW02082958	AAGW02082958	8633
chrUn2210	NW_003161533.1	AAGW02082959	AAGW02082959	8615
chrUn2211	NW_003161534.1	AAGW02082960	AAGW02082960	8614
chrUn2212	NW_003161535.1	AAGW02082961	AAGW02082961	8602
chrUn2213	NW_003161536.1	AAGW02082962	AAGW02082962	8599
chrUn2214	NW_003161537.1	AAGW02082963	AAGW02082963	8599
chrUn2215	NW_003161538.1	AAGW02082964	AAGW02082964	8589
chrUn2216	NW_003161539.1	AAGW02082965	AAGW02082965	8588
chrUn2217	NW_003161540.1	AAGW02082966	AAGW02082966	8578
chrUn2218	NW_003161541.1	AAGW02082967	AAGW02082967	8578
chrUn2219	NW_003161542.1	AAGW02082968	AAGW02082968	8576
chrUn2220	NW_003161543.1	AAGW02082969	AAGW02082969	8561
chrUn2221	NW_003161544.1	AAGW02082970	AAGW02082970	8555
chrUn2222	NW_003161545.1	AAGW02082971	AAGW02082971	8555
chrUn2223	NW_003161546.1	AAGW02082972	AAGW02082972	8540
chrUn2224	NW_003161547.1	AAGW02082973	AAGW02082973	8533
chrUn2225	NW_003161548.1	AAGW02082974	AAGW02082974	8533
chrUn2226	NW_003161549.1	AAGW02082975	AAGW02082975	8533
chrUn2227	NW_003161550.1	AAGW02082976	AAGW02082976	8523
chrUn2228	NW_003161551.1	AAGW02082977	AAGW02082977	8523
chrUn2229	NW_003161552.1	AAGW02082978	AAGW02082978	8521
chrUn2230	NW_003161553.1	AAGW02082979	AAGW02082979	8519
chrUn2231	NW_003161554.1	AAGW02082980	AAGW02082980	8511
chrUn2232	NW_003161555.1	AAGW02082981	AAGW02082981	8505
chrUn2233	NW_003161556.1	AAGW02082982	AAGW02082982	8505
chrUn2234	NW_003161557.1	AAGW02082983	AAGW02082983	8501
chrUn2235	NW_003161558.1	AAGW02082984	AAGW02082984	8500
chrUn2236	NW_003161559.1	AAGW02082985	AAGW02082985	8499
chrUn2237	NW_003161560.1	AAGW02082986	AAGW02082986	8493
chrUn2238	NW_003161561.1	AAGW02082987	AAGW02082987	8491
chrUn2239	NW_003161562.1	AAGW02082988	AAGW02082988	8491
chrUn2240	NW_003161563.1	AAGW02082989	AAGW02082989	8490
chrUn2241	NW_003161564.1	AAGW02082990	AAGW02082990	8485
chrUn2242	NW_003161565.1	AAGW02082991	AAGW02082991	8476
chrUn2243	NW_003161566.1	AAGW02082992	AAGW02082992	8473
chrUn2244	NW_003161567.1	AAGW02082993	AAGW02082993	8473
chrUn2245	NW_003161568.1	AAGW02082994	AAGW02082994	8472
chrUn2246	NW_003161569.1	AAGW02082995	AAGW02082995	8469
chrUn2247	NW_003161570.1	AAGW02082996	AAGW02082996	8467
chrUn2248	NW_003161571.1	AAGW02082997	AAGW02082997	8458
chrUn2249	NW_003161572.1	AAGW02082998	AAGW02082998	8456
chrUn2250	NW_003161573.1	GL019973	GL019973	8763
chrUn2251	NW_003161574.1	AAGW02083001	AAGW02083001	8451
chrUn2252	NW_003161575.1	AAGW02083002	AAGW02083002	8441
chrUn2253	NW_003161576.1	AAGW02083003	AAGW02083003	8435
chrUn2254	NW_003161577.1	AAGW02083004	AAGW02083004	8431
chrUn2255	NW_003161578.1	AAGW02083005	AAGW02083005	8417
chrUn2256	NW_003161579.1	AAGW02083006	AAGW02083006	8415
chrUn2257	NW_003161580.1	AAGW02083007	AAGW02083007	8414
chrUn2258	NW_003161581.1	AAGW02083008	AAGW02083008	8409
chrUn2259	NW_003161582.1	AAGW02083009	AAGW02083009	8397
chrUn2260	NW_003161583.1	AAGW02083010	AAGW02083010	8378
chrUn2261	NW_003161584.1	AAGW02083011	AAGW02083011	8365
chrUn2262	NW_003161585.1	AAGW02083012	AAGW02083012	8359
chrUn2263	NW_003161586.1	AAGW02083013	AAGW02083013	8347
chrUn2264	NW_003161587.1	AAGW02083014	AAGW02083014	8340
chrUn2265	NW_003161588.1	AAGW02083015	AAGW02083015	8332
chrUn2266	NW_003161589.1	AAGW02083016	AAGW02083016	8330
chrUn2267	NW_003161590.1	AAGW02083017	AAGW02083017	8324
chrUn2268	NW_003161591.1	AAGW02083018	AAGW02083018	8320
chrUn2269	NW_003161592.1	AAGW02083019	AAGW02083019	8306
chrUn2270	NW_003161593.1	AAGW02083020	AAGW02083020	8297
chrUn2271	NW_003161594.1	AAGW02083021	AAGW02083021	8285
chrUn2272	NW_003161595.1	AAGW02083022	AAGW02083022	8262
chrUn2273	NW_003161596.1	AAGW02083023	AAGW02083023	8256
chrUn2274	NW_003161597.1	AAGW02083024	AAGW02083024	8255
chrUn2275	NW_003161598.1	AAGW02083025	AAGW02083025	8253
chrUn2276	NW_003161599.1	AAGW02083026	AAGW02083026	8252
chrUn2277	NW_003161600.1	AAGW02083027	AAGW02083027	8252
chrUn2278	NW_003161601.1	AAGW02083028	AAGW02083028	8243
chrUn2279	NW_003161602.1	AAGW02083029	AAGW02083029	8240
chrUn2280	NW_003161603.1	AAGW02083030	AAGW02083030	8234
chrUn2281	NW_003161604.1	AAGW02083031	AAGW02083031	8217
chrUn2282	NW_003161605.1	AAGW02083032	AAGW02083032	8196
chrUn2283	NW_003161606.1	AAGW02083033	AAGW02083033	8194
chrUn2284	NW_003161607.1	AAGW02083034	AAGW02083034	8184
chrUn2285	NW_003161608.1	AAGW02083035	AAGW02083035	8177
chrUn2286	NW_003161609.1	AAGW02083036	AAGW02083036	8176
chrUn2287	NW_003161610.1	AAGW02083037	AAGW02083037	8166
chrUn2288	NW_003161611.1	AAGW02083038	AAGW02083038	8158
chrUn2289	NW_003161612.1	GL019974	GL019974	8413
chrUn2290	NW_003161613.1	AAGW02083041	AAGW02083041	8134
chrUn2291	NW_003161614.1	AAGW02083042	AAGW02083042	8129
chrUn2292	NW_003161615.1	AAGW02083043	AAGW02083043	8103
chrUn2293	NW_003161616.1	AAGW02083044	AAGW02083044	8086
chrUn2294	NW_003161617.1	AAGW02083045	AAGW02083045	8070
chrUn2295	NW_003161618.1	AAGW02083046	AAGW02083046	8067
chrUn2296	NW_003161619.1	AAGW02083047	AAGW02083047	8061
chrUn2297	NW_003161620.1	AAGW02083048	AAGW02083048	8060
chrUn2298	NW_003161621.1	AAGW02083049	AAGW02083049	8055
chrUn2299	NW_003161622.1	AAGW02083050	AAGW02083050	8052
chrUn2300	NW_003161623.1	AAGW02083051	AAGW02083051	8051
chrUn2301	NW_003161624.1	AAGW02083052	AAGW02083052	8049
chrUn2302	NW_003161625.1	AAGW02083053	AAGW02083053	8045
chrUn2303	NW_003161626.1	AAGW02083054	AAGW02083054	8039
chrUn2304	NW_003161627.1	AAGW02083055	AAGW02083055	8036
chrUn2305	NW_003161628.1	AAGW02083056	AAGW02083056	8029
chrUn2306	NW_003161629.1	AAGW02083057	AAGW02083057	8025
chrUn2307	NW_003161630.1	AAGW02083058	AAGW02083058	8011
chrUn2308	NW_003161631.1	AAGW02083059	AAGW02083059	8007
chrUn2309	NW_003161632.1	AAGW02083060	AAGW02083060	8007
chrUn2310	NW_003161633.1	AAGW02083061	AAGW02083061	7995
chrUn2311	NW_003161634.1	AAGW02083062	AAGW02083062	7986
chrUn2312	NW_003161635.1	AAGW02083063	AAGW02083063	7983
chrUn2313	NW_003161636.1	AAGW02083064	AAGW02083064	7982
chrUn2314	NW_003161637.1	AAGW02083065	AAGW02083065	7962
chrUn2315	NW_003161638.1	AAGW02083066	AAGW02083066	7946
chrUn2316	NW_003161639.1	AAGW02083067	AAGW02083067	7941
chrUn2317	NW_003161640.1	AAGW02083068	AAGW02083068	7939
chrUn2318	NW_003161641.1	AAGW02083069	AAGW02083069	7932
chrUn2319	NW_003161642.1	AAGW02083070	AAGW02083070	7925
chrUn2320	NW_003161643.1	AAGW02083071	AAGW02083071	7925
chrUn2321	NW_003161644.1	AAGW02083072	AAGW02083072	7916
chrUn2322	NW_003161645.1	AAGW02083073	AAGW02083073	7908
chrUn2323	NW_003161646.1	GL019975	GL019975	13017
chrUn2324	NW_003161647.1	AAGW02083076	AAGW02083076	7898
chrUn2325	NW_003161648.1	AAGW02083077	AAGW02083077	7896
chrUn2326	NW_003161649.1	AAGW02083078	AAGW02083078	7894
chrUn2327	NW_003161650.1	AAGW02083079	AAGW02083079	7890
chrUn2328	NW_003161651.1	AAGW02083080	AAGW02083080	7890
chrUn2329	NW_003161652.1	AAGW02083081	AAGW02083081	7883
chrUn2330	NW_003161653.1	AAGW02083082	AAGW02083082	7881
chrUn2331	NW_003161654.1	AAGW02083083	AAGW02083083	7881
chrUn2332	NW_003161655.1	AAGW02083084	AAGW02083084	7876
chrUn2333	NW_003161656.1	AAGW02083085	AAGW02083085	7874
chrUn2334	NW_003161657.1	AAGW02083086	AAGW02083086	7870
chrUn2335	NW_003161658.1	AAGW02083087	AAGW02083087	7869
chrUn2336	NW_003161659.1	AAGW02083088	AAGW02083088	7864
chrUn2337	NW_003161660.1	AAGW02083089	AAGW02083089	7864
chrUn2338	NW_003161661.1	AAGW02083090	AAGW02083090	7854
chrUn2339	NW_003161662.1	AAGW02083091	AAGW02083091	7845
chrUn2340	NW_003161663.1	AAGW02083092	AAGW02083092	7834
chrUn2341	NW_003161664.1	AAGW02083093	AAGW02083093	7834
chrUn2342	NW_003161665.1	AAGW02083094	AAGW02083094	7830
chrUn2343	NW_003161666.1	AAGW02083095	AAGW02083095	7829
chrUn2344	NW_003161667.1	AAGW02083096	AAGW02083096	7824
chrUn2345	NW_003161668.1	AAGW02083097	AAGW02083097	7823
chrUn2346	NW_003161669.1	AAGW02083098	AAGW02083098	7821
chrUn2347	NW_003161670.1	AAGW02083099	AAGW02083099	7819
chrUn2348	NW_003161671.1	GL019976	GL019976	10174
chrUn2349	NW_003161672.1	AAGW02083102	AAGW02083102	7800
chrUn2350	NW_003161673.1	AAGW02083103	AAGW02083103	7795
chrUn2351	NW_003161674.1	AAGW02083104	AAGW02083104	7792
chrUn2352	NW_003161675.1	AAGW02083105	AAGW02083105	7789
chrUn2353	NW_003161676.1	AAGW02083106	AAGW02083106	7789
chrUn2354	NW_003161677.1	AAGW02083107	AAGW02083107	7777
chrUn2355	NW_003161678.1	AAGW02083108	AAGW02083108	7772
chrUn2356	NW_003161679.1	AAGW02083109	AAGW02083109	7770
chrUn2357	NW_003161680.1	AAGW02083110	AAGW02083110	7763
chrUn2358	NW_003161681.1	AAGW02083111	AAGW02083111	7763
chrUn2359	NW_003161682.1	AAGW02083112	AAGW02083112	7759
chrUn2360	NW_003161683.1	AAGW02083113	AAGW02083113	7759
chrUn2361	NW_003161684.1	AAGW02083114	AAGW02083114	7751
chrUn2362	NW_003161685.1	AAGW02083115	AAGW02083115	7749
chrUn2363	NW_003161686.1	AAGW02083116	AAGW02083116	7747
chrUn2364	NW_003161687.1	AAGW02083117	AAGW02083117	7747
chrUn2365	NW_003161688.1	AAGW02083118	AAGW02083118	7740
chrUn2366	NW_003161689.1	AAGW02083119	AAGW02083119	7735
chrUn2367	NW_003161690.1	AAGW02083120	AAGW02083120	7735
chrUn2368	NW_003161691.1	AAGW02083121	AAGW02083121	7735
chrUn2369	NW_003161692.1	AAGW02083122	AAGW02083122	7732
chrUn2370	NW_003161693.1	AAGW02083123	AAGW02083123	7724
chrUn2371	NW_003161694.1	AAGW02083124	AAGW02083124	7720
chrUn2372	NW_003161695.1	AAGW02083125	AAGW02083125	7718
chrUn2373	NW_003161696.1	AAGW02083126	AAGW02083126	7718
chrUn2374	NW_003161697.1	AAGW02083127	AAGW02083127	7713
chrUn2375	NW_003161698.1	GL019977	GL019977	8287
chrUn2376	NW_003161699.1	AAGW02083130	AAGW02083130	7700
chrUn2377	NW_003161700.1	AAGW02083131	AAGW02083131	7696
chrUn2378	NW_003161701.1	AAGW02083132	AAGW02083132	7674
chrUn2379	NW_003161702.1	AAGW02083133	AAGW02083133	7671
chrUn2380	NW_003161703.1	AAGW02083134	AAGW02083134	7644
chrUn2381	NW_003161704.1	AAGW02083135	AAGW02083135	7640
chrUn2382	NW_003161705.1	AAGW02083136	AAGW02083136	7639
chrUn2383	NW_003161706.1	AAGW02083137	AAGW02083137	7631
chrUn2384	NW_003161707.1	AAGW02083138	AAGW02083138	7628
chrUn2385	NW_003161708.1	AAGW02083139	AAGW02083139	7615
chrUn2386	NW_003161709.1	AAGW02083140	AAGW02083140	7613
chrUn2387	NW_003161710.1	AAGW02083141	AAGW02083141	7612
chrUn2388	NW_003161711.1	AAGW02083142	AAGW02083142	7604
chrUn2389	NW_003161712.1	AAGW02083143	AAGW02083143	7604
chrUn2390	NW_003161713.1	AAGW02083144	AAGW02083144	7600
chrUn2391	NW_003161714.1	AAGW02083145	AAGW02083145	7589
chrUn2392	NW_003161715.1	AAGW02083146	AAGW02083146	7580
chrUn2393	NW_003161716.1	AAGW02083147	AAGW02083147	7573
chrUn2394	NW_003161717.1	AAGW02083148	AAGW02083148	7571
chrUn2395	NW_003161718.1	AAGW02083149	AAGW02083149	7569
chrUn2396	NW_003161719.1	AAGW02083150	AAGW02083150	7565
chrUn2397	NW_003161720.1	AAGW02083151	AAGW02083151	7564
chrUn2398	NW_003161721.1	AAGW02083152	AAGW02083152	7563
chrUn2399	NW_003161722.1	GL019978	GL019978	10629
chrUn2400	NW_003161723.1	AAGW02083155	AAGW02083155	7559
chrUn2401	NW_003161724.1	AAGW02083156	AAGW02083156	7549
chrUn2402	NW_003161725.1	AAGW02083157	AAGW02083157	7549
chrUn2403	NW_003161726.1	AAGW02083158	AAGW02083158	7544
chrUn2404	NW_003161727.1	AAGW02083159	AAGW02083159	7535
chrUn2405	NW_003161728.1	GL019979	GL019979	7657
chrUn2406	NW_003161729.1	AAGW02083162	AAGW02083162	7531
chrUn2407	NW_003161730.1	AAGW02083163	AAGW02083163	7529
chrUn2408	NW_003161731.1	AAGW02083164	AAGW02083164	7526
chrUn2409	NW_003161732.1	AAGW02083165	AAGW02083165	7524
chrUn2410	NW_003161733.1	AAGW02083166	AAGW02083166	7520
chrUn2411	NW_003161734.1	AAGW02083167	AAGW02083167	7518
chrUn2412	NW_003161735.1	AAGW02083168	AAGW02083168	7511
chrUn2413	NW_003161736.1	AAGW02083169	AAGW02083169	7506
chrUn2414	NW_003161737.1	AAGW02083170	AAGW02083170	7505
chrUn2415	NW_003161738.1	AAGW02083171	AAGW02083171	7504
chrUn2416	NW_003161739.1	AAGW02083172	AAGW02083172	7500
chrUn2417	NW_003161740.1	AAGW02083173	AAGW02083173	7499
chrUn2418	NW_003161741.1	AAGW02083174	AAGW02083174	7497
chrUn2419	NW_003161742.1	AAGW02083175	AAGW02083175	7493
chrUn2420	NW_003161743.1	AAGW02083176	AAGW02083176	7478
chrUn2421	NW_003161744.1	AAGW02083177	AAGW02083177	7470
chrUn2422	NW_003161745.1	AAGW02083178	AAGW02083178	7455
chrUn2423	NW_003161746.1	AAGW02083179	AAGW02083179	7454
chrUn2424	NW_003161747.1	AAGW02083180	AAGW02083180	7450
chrUn2425	NW_003161748.1	AAGW02083181	AAGW02083181	7447
chrUn2426	NW_003161749.1	GL019980	GL019980	7546
chrUn2427	NW_003161750.1	AAGW02083184	AAGW02083184	7446
chrUn2428	NW_003161751.1	AAGW02083185	AAGW02083185	7443
chrUn2429	NW_003161752.1	AAGW02083186	AAGW02083186	7440
chrUn2430	NW_003161753.1	AAGW02083187	AAGW02083187	7438
chrUn2431	NW_003161754.1	AAGW02083188	AAGW02083188	7436
chrUn2432	NW_003161755.1	AAGW02083189	AAGW02083189	7434
chrUn2433	NW_003161756.1	GL019981	GL019981	14389
chrUn2434	NW_003161757.1	AAGW02083193	AAGW02083193	7430
chrUn2435	NW_003161758.1	AAGW02083194	AAGW02083194	7426
chrUn2436	NW_003161759.1	AAGW02083195	AAGW02083195	7424
chrUn2437	NW_003161760.1	AAGW02083196	AAGW02083196	7423
chrUn2438	NW_003161761.1	AAGW02083197	AAGW02083197	7421
chrUn2439	NW_003161762.1	AAGW02083198	AAGW02083198	7419
chrUn2440	NW_003161763.1	AAGW02083199	AAGW02083199	7417
chrUn2441	NW_003161764.1	AAGW02083200	AAGW02083200	7416
chrUn2442	NW_003161765.1	AAGW02083201	AAGW02083201	7416
chrUn2443	NW_003161766.1	GL019982	GL019982	7511
chrUn2444	NW_003161767.1	AAGW02083204	AAGW02083204	7408
chrUn2445	NW_003161768.1	AAGW02083205	AAGW02083205	7404
chrUn2446	NW_003161769.1	AAGW02083206	AAGW02083206	7401
chrUn2447	NW_003161770.1	AAGW02083207	AAGW02083207	7400
chrUn2448	NW_003161771.1	AAGW02083208	AAGW02083208	7398
chrUn2449	NW_003161772.1	AAGW02083209	AAGW02083209	7398
chrUn2450	NW_003161773.1	AAGW02083210	AAGW02083210	7391
chrUn2451	NW_003161774.1	AAGW02083211	AAGW02083211	7386
chrUn2452	NW_003161775.1	AAGW02083212	AAGW02083212	7385
chrUn2453	NW_003161776.1	AAGW02083213	AAGW02083213	7385
chrUn2454	NW_003161777.1	AAGW02083214	AAGW02083214	7383
chrUn2455	NW_003161778.1	AAGW02083215	AAGW02083215	7382
chrUn2456	NW_003161779.1	AAGW02083216	AAGW02083216	7377
chrUn2457	NW_003161780.1	AAGW02083217	AAGW02083217	7375
chrUn2458	NW_003161781.1	AAGW02083218	AAGW02083218	7369
chrUn2459	NW_003161782.1	AAGW02083219	AAGW02083219	7366
chrUn2460	NW_003161783.1	AAGW02083220	AAGW02083220	7365
chrUn2461	NW_003161784.1	AAGW02083221	AAGW02083221	7363
chrUn2462	NW_003161785.1	AAGW02083222	AAGW02083222	7362
chrUn2463	NW_003161786.1	AAGW02083223	AAGW02083223	7342
chrUn2464	NW_003161787.1	AAGW02083224	AAGW02083224	7340
chrUn2465	NW_003161788.1	AAGW02083225	AAGW02083225	7331
chrUn2466	NW_003161789.1	AAGW02083226	AAGW02083226	7327
chrUn2467	NW_003161790.1	AAGW02083227	AAGW02083227	7326
chrUn2468	NW_003161791.1	AAGW02083228	AAGW02083228	7326
chrUn2469	NW_003161792.1	AAGW02083229	AAGW02083229	7323
chrUn2470	NW_003161793.1	AAGW02083230	AAGW02083230	7322
chrUn2471	NW_003161794.1	AAGW02083231	AAGW02083231	7322
chrUn2472	NW_003161795.1	AAGW02083232	AAGW02083232	7319
chrUn2473	NW_003161796.1	AAGW02083233	AAGW02083233	7316
chrUn2474	NW_003161797.1	AAGW02083234	AAGW02083234	7315
chrUn2475	NW_003161798.1	AAGW02083235	AAGW02083235	7313
chrUn2476	NW_003161799.1	AAGW02083236	AAGW02083236	7310
chrUn2477	NW_003161800.1	AAGW02083237	AAGW02083237	7309
chrUn2478	NW_003161801.1	AAGW02083238	AAGW02083238	7306
chrUn2479	NW_003161802.1	AAGW02083239	AAGW02083239	7298
chrUn2480	NW_003161803.1	AAGW02083240	AAGW02083240	7296
chrUn2481	NW_003161804.1	AAGW02083241	AAGW02083241	7293
chrUn2482	NW_003161805.1	AAGW02083242	AAGW02083242	7289
chrUn2483	NW_003161806.1	AAGW02083243	AAGW02083243	7286
chrUn2484	NW_003161807.1	AAGW02083244	AAGW02083244	7282
chrUn2485	NW_003161808.1	AAGW02083245	AAGW02083245	7278
chrUn2486	NW_003161809.1	AAGW02083246	AAGW02083246	7266
chrUn2487	NW_003161810.1	AAGW02083247	AAGW02083247	7262
chrUn2488	NW_003161811.1	AAGW02083248	AAGW02083248	7259
chrUn2489	NW_003161812.1	AAGW02083249	AAGW02083249	7257
chrUn2490	NW_003161813.1	AAGW02083250	AAGW02083250	7257
chrUn2491	NW_003161814.1	AAGW02083251	AAGW02083251	7245
chrUn2492	NW_003161815.1	AAGW02083252	AAGW02083252	7243
chrUn2493	NW_003161816.1	AAGW02083253	AAGW02083253	7232
chrUn2494	NW_003161817.1	AAGW02083254	AAGW02083254	7229
chrUn2495	NW_003161818.1	AAGW02083255	AAGW02083255	7228
chrUn2496	NW_003161819.1	AAGW02083256	AAGW02083256	7215
chrUn2497	NW_003161820.1	AAGW02083257	AAGW02083257	7211
chrUn2498	NW_003161821.1	AAGW02083258	AAGW02083258	7211
chrUn2499	NW_003161822.1	AAGW02083259	AAGW02083259	7209
chrUn2500	NW_003161823.1	AAGW02083260	AAGW02083260	7201
chrUn2501	NW_003161824.1	AAGW02083261	AAGW02083261	7194
chrUn2502	NW_003161825.1	AAGW02083262	AAGW02083262	7190
chrUn2503	NW_003161826.1	AAGW02083263	AAGW02083263	7188
chrUn2504	NW_003161827.1	AAGW02083264	AAGW02083264	7186
chrUn2505	NW_003161828.1	AAGW02083265	AAGW02083265	7170
chrUn2506	NW_003161829.1	AAGW02083266	AAGW02083266	7159
chrUn2507	NW_003161830.1	AAGW02083267	AAGW02083267	7155
chrUn2508	NW_003161831.1	AAGW02083268	AAGW02083268	7153
chrUn2509	NW_003161832.1	AAGW02083269	AAGW02083269	7145
chrUn2510	NW_003161833.1	AAGW02083270	AAGW02083270	7143
chrUn2511	NW_003161834.1	AAGW02083271	AAGW02083271	7143
chrUn2512	NW_003161835.1	AAGW02083272	AAGW02083272	7142
chrUn2513	NW_003161836.1	AAGW02083273	AAGW02083273	7139
chrUn2514	NW_003161837.1	AAGW02083274	AAGW02083274	7134
chrUn2515	NW_003161838.1	AAGW02083275	AAGW02083275	7131
chrUn2516	NW_003161839.1	AAGW02083276	AAGW02083276	7125
chrUn2517	NW_003161840.1	AAGW02083277	AAGW02083277	7124
chrUn2518	NW_003161841.1	AAGW02083278	AAGW02083278	7118
chrUn2519	NW_003161842.1	AAGW02083279	AAGW02083279	7117
chrUn2520	NW_003161843.1	AAGW02083280	AAGW02083280	7114
chrUn2521	NW_003161844.1	AAGW02083281	AAGW02083281	7110
chrUn2522	NW_003161845.1	AAGW02083282	AAGW02083282	7105
chrUn2523	NW_003161846.1	AAGW02083283	AAGW02083283	7105
chrUn2524	NW_003161847.1	AAGW02083284	AAGW02083284	7103
chrUn2525	NW_003161848.1	AAGW02083285	AAGW02083285	7094
chrUn2526	NW_003161849.1	AAGW02083286	AAGW02083286	7090
chrUn2527	NW_003161850.1	AAGW02083287	AAGW02083287	7089
chrUn2528	NW_003161851.1	AAGW02083288	AAGW02083288	7082
chrUn2529	NW_003161852.1	AAGW02083289	AAGW02083289	7081
chrUn2530	NW_003161853.1	AAGW02083290	AAGW02083290	7079
chrUn2531	NW_003161854.1	AAGW02083291	AAGW02083291	7075
chrUn2532	NW_003161855.1	AAGW02083292	AAGW02083292	7069
chrUn2533	NW_003161856.1	AAGW02083293	AAGW02083293	7060
chrUn2534	NW_003161857.1	AAGW02083294	AAGW02083294	7059
chrUn2535	NW_003161858.1	AAGW02083295	AAGW02083295	7056
chrUn2536	NW_003161859.1	GL019983	GL019983	7774
chrUn2537	NW_003161860.1	AAGW02083298	AAGW02083298	7049
chrUn2538	NW_003161861.1	AAGW02083299	AAGW02083299	7040
chrUn2539	NW_003161862.1	AAGW02083300	AAGW02083300	7036
chrUn2540	NW_003161863.1	AAGW02083301	AAGW02083301	7036
chrUn2541	NW_003161864.1	AAGW02083302	AAGW02083302	7034
chrUn2542	NW_003161865.1	AAGW02083303	AAGW02083303	7033
chrUn2543	NW_003161866.1	AAGW02083304	AAGW02083304	7030
chrUn2544	NW_003161867.1	AAGW02083305	AAGW02083305	7027
chrUn2545	NW_003161868.1	AAGW02083306	AAGW02083306	7023
chrUn2546	NW_003161869.1	AAGW02083307	AAGW02083307	7022
chrUn2547	NW_003161870.1	AAGW02083308	AAGW02083308	7021
chrUn2548	NW_003161871.1	AAGW02083309	AAGW02083309	7018
chrUn2549	NW_003161872.1	AAGW02083310	AAGW02083310	7017
chrUn2550	NW_003161873.1	AAGW02083311	AAGW02083311	7008
chrUn2551	NW_003161874.1	AAGW02083312	AAGW02083312	7006
chrUn2552	NW_003161875.1	GL019984	GL019984	7106
chrUn2553	NW_003161876.1	AAGW02083315	AAGW02083315	6996
chrUn2554	NW_003161877.1	AAGW02083316	AAGW02083316	6995
chrUn2555	NW_003161878.1	AAGW02083317	AAGW02083317	6992
chrUn2556	NW_003161879.1	AAGW02083318	AAGW02083318	6992
chrUn2557	NW_003161880.1	AAGW02083319	AAGW02083319	6981
chrUn2558	NW_003161881.1	AAGW02083320	AAGW02083320	6980
chrUn2559	NW_003161882.1	AAGW02083321	AAGW02083321	6974
chrUn2560	NW_003161883.1	AAGW02083322	AAGW02083322	6973
chrUn2561	NW_003161884.1	AAGW02083323	AAGW02083323	6971
chrUn2562	NW_003161885.1	AAGW02083324	AAGW02083324	6965
chrUn2563	NW_003161886.1	AAGW02083325	AAGW02083325	6965
chrUn2564	NW_003161887.1	AAGW02083326	AAGW02083326	6962
chrUn2565	NW_003161888.1	AAGW02083327	AAGW02083327	6962
chrUn2566	NW_003161889.1	AAGW02083328	AAGW02083328	6956
chrUn2567	NW_003161890.1	AAGW02083329	AAGW02083329	6950
chrUn2568	NW_003161891.1	AAGW02083330	AAGW02083330	6949
chrUn2569	NW_003161892.1	AAGW02083331	AAGW02083331	6947
chrUn2570	NW_003161893.1	AAGW02083332	AAGW02083332	6941
chrUn2571	NW_003161894.1	AAGW02083333	AAGW02083333	6940
chrUn2572	NW_003161895.1	AAGW02083334	AAGW02083334	6939
chrUn2573	NW_003161896.1	AAGW02083335	AAGW02083335	6938
chrUn2574	NW_003161897.1	GL019985	GL019985	7497
chrUn2575	NW_003161898.1	AAGW02083338	AAGW02083338	6934
chrUn2576	NW_003161899.1	AAGW02083339	AAGW02083339	6933
chrUn2577	NW_003161900.1	AAGW02083340	AAGW02083340	6932
chrUn2578	NW_003161901.1	AAGW02083341	AAGW02083341	6932
chrUn2579	NW_003161902.1	AAGW02083342	AAGW02083342	6930
chrUn2580	NW_003161903.1	AAGW02083343	AAGW02083343	6928
chrUn2581	NW_003161904.1	AAGW02083344	AAGW02083344	6927
chrUn2582	NW_003161905.1	AAGW02083345	AAGW02083345	6926
chrUn2583	NW_003161906.1	AAGW02083346	AAGW02083346	6913
chrUn2584	NW_003161907.1	AAGW02083347	AAGW02083347	6913
chrUn2585	NW_003161908.1	AAGW02083348	AAGW02083348	6908
chrUn2586	NW_003161909.1	AAGW02083349	AAGW02083349	6903
chrUn2587	NW_003161910.1	AAGW02083350	AAGW02083350	6896
chrUn2588	NW_003161911.1	AAGW02083351	AAGW02083351	6891
chrUn2589	NW_003161912.1	AAGW02083352	AAGW02083352	6889
chrUn2590	NW_003161913.1	AAGW02083353	AAGW02083353	6887
chrUn2591	NW_003161914.1	AAGW02083354	AAGW02083354	6886
chrUn2592	NW_003161915.1	GL019986	GL019986	7286
chrUn2593	NW_003161916.1	AAGW02083357	AAGW02083357	6883
chrUn2594	NW_003161917.1	AAGW02083358	AAGW02083358	6882
chrUn2595	NW_003161918.1	AAGW02083359	AAGW02083359	6876
chrUn2596	NW_003161919.1	AAGW02083360	AAGW02083360	6872
